cell_id,region_group,center_lat,center_lon,cell_size_km,geojson_file,kelpwatch_csv_file,time_variable,selection_rule,final_filter_after_kelpwatch,kelpwatch_csv_exists,kelpwatch_csv_rows,kelpwatch_has_required_columns,kelpwatch_has_quarter_max,historic_footprint_cells,has_historic_kelp_footprint,passes_initial_filter,passes_robustness_filter_500,n_years_total,n_years_with_positive_kelp,first_positive_kelp_year,last_positive_kelp_year,max_growing_season_kelp_area_m2,mean_growing_season_kelp_area_m2,median_growing_season_kelp_area_m2,p25_growing_season_kelp_area_m2,p75_growing_season_kelp_area_m2,historical_p25_kelp_area_m2,historical_mean_kelp_area_m2,historical_max_kelp_area_m2,latest_year,latest_growing_season_kelp_area_m2,latest_vs_historical_p25,latest_vs_historical_mean_ratio,mean_count_cells_no_clouds_max,min_count_cells_no_clouds_max,mean_cloud_free_fraction,n_missing_or_empty_max_rows,summary_error
cell_001,Northern California,39.525053,-124.017028,10,cell_001.geojson,kelpwatch_cell_001.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_227,Central California,35.539021,-120.827982,10,cell_227.geojson,kelpwatch_cell_227.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_228,Central California,35.445015,-121.268052,10,cell_228.geojson,kelpwatch_cell_228.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_229,Central California,35.446166,-121.157798,10,cell_229.geojson,kelpwatch_cell_229.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_230,Central California,35.447214,-121.047541,10,cell_230.geojson,kelpwatch_cell_230.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,4411,true,true,true,42,42,1984,2025,2349369,580188.309524,374028.5,124140,919013.5,124140,580188.309524,2349369,2025,280264,156124,0.483057,4411,4411,1,0,
cell_231,Central California,35.448156,-120.937281,10,cell_231.geojson,kelpwatch_cell_231.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,5395,true,true,true,42,42,1984,2025,1644726,695197.5,638738,364808.5,981624.5,364808.5,695197.5,1644726,2025,377657,12848.5,0.543237,5394.97619,5394,0.999996,0,
cell_232,Central California,35.448994,-120.827019,10,cell_232.geojson,kelpwatch_cell_232.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,2,true,true,false,42,1,2013,2013,834,19.857143,0,0,0,0,19.857143,834,2025,0,,0,2,2,1,0,
cell_233,Central California,35.449727,-120.716754,10,cell_233.geojson,kelpwatch_cell_233.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_234,Central California,35.356136,-121.156453,10,cell_234.geojson,kelpwatch_cell_234.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_235,Central California,35.357182,-121.046324,10,cell_235.geojson,kelpwatch_cell_235.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_236,Central California,35.358123,-120.936193,10,cell_236.geojson,kelpwatch_cell_236.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_237,Central California,35.35896,-120.826058,10,cell_237.geojson,kelpwatch_cell_237.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_238,Central California,35.359692,-120.715922,10,cell_238.geojson,kelpwatch_cell_238.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_239,Central California,35.267145,-121.04511,10,cell_239.geojson,kelpwatch_cell_239.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_240,Central California,35.268085,-120.935106,10,cell_240.geojson,kelpwatch_cell_240.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,1506,true,true,true,42,42,1984,2025,485787,156631.571429,128261,53645.25,252865,53645.25,156631.571429,485787,2025,5061,-48584.25,0.032311,1505.428571,1494,0.999621,0,
cell_241,Central California,35.268921,-120.8251,10,cell_241.geojson,kelpwatch_cell_241.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,178,true,true,false,42,36,1986,2024,49639,10598.357143,6400.5,852.25,15120.5,852.25,10598.357143,49639,2025,0,-852.25,0,178,178,1,0,
cell_242,Central California,35.269652,-120.715091,10,cell_242.geojson,kelpwatch_cell_242.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_243,Central California,35.270279,-120.60508,10,cell_243.geojson,kelpwatch_cell_243.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_244,Central California,35.177101,-121.043899,10,cell_244.geojson,kelpwatch_cell_244.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_245,Central California,35.17804,-120.934022,10,cell_245.geojson,kelpwatch_cell_245.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_246,Central California,35.178875,-120.824143,10,cell_246.geojson,kelpwatch_cell_246.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,3089,true,true,true,42,42,1984,2025,204527,83506.52381,71414.5,20574.5,146055.25,20574.5,83506.52381,204527,2025,170615,150040.5,2.043134,3085.595238,3031,0.998898,0,
cell_247,Central California,35.179606,-120.714262,10,cell_247.geojson,kelpwatch_cell_247.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,2680,true,true,true,42,42,1984,2025,858587,313410.261905,272636,179434.25,443288.25,179434.25,313410.261905,858587,2025,239043,59608.75,0.762716,2596.380952,688,0.968799,0,
cell_248,Central California,35.180232,-120.604379,10,cell_248.geojson,kelpwatch_cell_248.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,16,true,true,false,42,40,1984,2025,4924,1132.571429,900,465.25,1378.5,465.25,1132.571429,4924,2025,610,144.75,0.538597,15.666667,8,0.979167,0,
cell_249,Central California,35.087989,-120.932941,10,cell_249.geojson,kelpwatch_cell_249.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_250,Central California,35.088823,-120.823189,10,cell_250.geojson,kelpwatch_cell_250.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_251,Central California,35.089553,-120.713435,10,cell_251.geojson,kelpwatch_cell_251.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_252,Central California,35.090178,-120.603679,10,cell_252.geojson,kelpwatch_cell_252.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_253,Central California,35.0907,-120.493922,10,cell_253.geojson,kelpwatch_cell_253.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_254,Central California,34.998764,-120.822237,10,cell_254.geojson,kelpwatch_cell_254.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_255,Central California,34.999493,-120.71261,10,cell_255.geojson,kelpwatch_cell_255.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_256,Central California,35.000118,-120.602981,10,cell_256.geojson,kelpwatch_cell_256.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_257,Central California,35.000639,-120.49335,10,cell_257.geojson,kelpwatch_cell_257.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_258,Central California,34.908699,-120.821288,10,cell_258.geojson,kelpwatch_cell_258.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_259,Central California,34.909427,-120.711787,10,cell_259.geojson,kelpwatch_cell_259.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_260,Central California,34.910051,-120.602285,10,cell_260.geojson,kelpwatch_cell_260.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_261,Central California,34.910572,-120.492781,10,cell_261.geojson,kelpwatch_cell_261.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_262,Central California,34.910988,-120.383275,10,cell_262.geojson,kelpwatch_cell_262.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_263,Central California,34.818626,-120.82034,10,cell_263.geojson,kelpwatch_cell_263.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_264,Central California,34.819354,-120.710966,10,cell_264.geojson,kelpwatch_cell_264.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_265,Central California,34.819977,-120.60159,10,cell_265.geojson,kelpwatch_cell_265.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_266,Central California,34.820497,-120.492212,10,cell_266.geojson,kelpwatch_cell_266.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_267,Central California,34.820913,-120.382833,10,cell_267.geojson,kelpwatch_cell_267.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_268,Central California,34.729273,-120.710147,10,cell_268.geojson,kelpwatch_cell_268.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_269,Central California,34.729896,-120.600897,10,cell_269.geojson,kelpwatch_cell_269.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,307,true,true,false,42,38,1987,2025,66745,19224,9292,3060.5,30543,3060.5,19224,66745,2025,9665,6604.5,0.502757,307,307,1,0,
cell_270,Central California,34.730415,-120.491645,10,cell_270.geojson,kelpwatch_cell_270.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_271,Central California,34.730831,-120.382392,10,cell_271.geojson,kelpwatch_cell_271.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_272,Central California,34.639185,-120.709329,10,cell_272.geojson,kelpwatch_cell_272.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_273,Central California,34.639808,-120.600205,10,cell_273.geojson,kelpwatch_cell_273.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_274,Central California,34.640326,-120.491079,10,cell_274.geojson,kelpwatch_cell_274.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_275,Central California,34.640741,-120.381952,10,cell_275.geojson,kelpwatch_cell_275.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_276,Central California,34.54909,-120.708514,10,cell_276.geojson,kelpwatch_cell_276.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_277,Central California,34.549712,-120.599515,10,cell_277.geojson,kelpwatch_cell_277.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,1181,true,true,true,42,42,1984,2025,352647,152849.333333,132880.5,75520.25,257120.5,75520.25,152849.333333,352647,2025,287449,211928.75,1.880604,1181,1181,1,0,
cell_278,Central California,34.550229,-120.490514,10,cell_278.geojson,kelpwatch_cell_278.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,2680,true,true,true,42,42,1984,2025,780649,339593.738095,329057.5,161317,495869,161317,339593.738095,780649,2025,195385,34068,0.575349,2680,2680,1,0,
cell_279,Central California,34.550644,-120.381512,10,cell_279.geojson,kelpwatch_cell_279.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_280,Central California,34.550955,-120.27251,10,cell_280.geojson,kelpwatch_cell_280.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_281,Central California,34.458987,-120.7077,10,cell_281.geojson,kelpwatch_cell_281.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_282,Central California,34.459608,-120.598826,10,cell_282.geojson,kelpwatch_cell_282.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,0,false,false,false,42,0,,,0,0,0,0,0,0,0,0,2025,0,,,0,0,,0,
cell_283,Central California,34.460125,-120.489951,10,cell_283.geojson,kelpwatch_cell_283.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,3268,true,true,true,42,42,1984,2025,1148342,432148.833333,322293,174849.25,676107,174849.25,432148.833333,1148342,2025,192193,17343.75,0.444738,3268,3268,1,0,
cell_284,Central California,34.460539,-120.381074,10,cell_284.geojson,kelpwatch_cell_284.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,9415,true,true,true,42,42,1984,2025,2607145,739651.690476,656379,260347,1130989.25,260347,739651.690476,2607145,2025,666389,406042,0.90095,9415,9415,1,0,
cell_285,Central California,34.460849,-120.272197,10,cell_285.geojson,kelpwatch_cell_285.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500,true,211,true,true,1519,true,true,true,42,42,1984,2025,397283,122893.142857,108196.5,39338.5,187239,39338.5,122893.142857,397283,2025,177772,138433.5,1.446558,1519,1519,1,0,
